receptor,tf,species
CXCR1,BACH1,Human
CXCR1,TSC22D3,Human
CXCR1,ARID1A,Human
CXCR1,SMARCA2,Human
CXCR1,SMARCA4,Human
CXCR1,SMARCB1,Human
CXCR1,ARID2,Human
CXCR1,SMARCD3,Human
CXCR1,PBRM1,Human
CXCR1,ARID1B,Human
CXCR1,SMARCC2,Human
CXCR1,SMARCC1,Human
CXCR1,SMARCD2,Human
CXCR1,SMARCE1,Human
CXCR1,SMARCD1,Human
CXCR1,BMP4,Human
CXCR1,HLTF,Human
CXCR1,SHPRH,Human
CXCR1,ERCC8,Human
CXCR1,DDB2,Human
CXCR1,EIF5B,Human
CXCR1,TULP4,Human
CXCR1,KCNIP3,Human
CXCR1,ZFP36L1,Human
CXCR1,HNRNPD,Human
CXCR1,ZFP36,Human
CXCR1,KHSRP,Human
CXCR1,RAD51B,Human
CXCR1,XRCC3,Human
CXCR1,KAT5,Human
CXCR1,BARD1,Human
CXCR1,BRIP1,Human
CXCR1,KDM4B,Human
CXCR1,NSD2,Human
CXCR1,TP53BP1,Human
CXCR1,UIMC1,Human
CXCR1,XPC,Human
CXCR1,COPS5,Human
CXCR1,ERCC2,Human
CXCR1,ERCC3,Human
CXCR1,GTF2H1,Human
CXCR1,GTF2H2,Human
CXCR1,GTF2H3,Human
CXCR1,GTF2H4,Human
CXCR1,TCEA1,Human
CXCR1,ERCC6,Human
CXCR1,XAB2,Human
CXCR1,SMG6,Human
CXCR1,UPF1,Human
CXCR1,SMG1,Human
CXCR2,PTEN,Human
CXCR2,STAT3,Human
CXCR2,SRC,Human
CXCR2,RASGRF1,Human
CXCR2,PRKCA,Human
CXCR2,STAT1,Human
CXCR2,STAT2,Human
CXCR2,STAT5B,Human
CXCR2,STAT4,Human
CXCR2,STAT5A,Human
CXCR2,STAT6,Human
CXCR2,MAPK1,Human
CXCR2,MAPK3,Human
CXCR2,PPP3R1,Human
CXCR2,MAPK14,Human
CXCR2,MAPK8,Human
CXCR2,MAPK11,Human
CXCR2,MAPK9,Human
CXCR2,MAPK10,Human
CXCR2,MAPK13,Human
CXCR2,MAPK12,Human
CXCR2,EGFR,Human
CXCR2,IL6,Human
CXCR2,IL2,Human
CXCR2,SOS2,Human
CXCR2,JAG1,Human
CXCR2,NOTCH2,Human
CXCR2,NOTCH4,Human
CXCR2,NOTCH3,Human
CXCR2,ESR1,Human
CXCR2,ESR2,Human
CXCR2,EGF,Human
CXCR2,CCND1,Human
CXCR2,CDKN1A,Human
CXCR2,TRIM24,Human
CXCR2,FXR1,Human
CXCR2,SND1,Human
CXCR2,KIAA1549,Human
CXCR2,ENO1,Human
CXCR2,NME2,Human
CXCR2,AKT3,Human
CXCR2,AKT1,Human
CXCR2,AKT2,Human
CXCR2,RB1,Human
CXCR2,FOS,Human
CXCR2,JUN,Human
CXCR2,MED1,Human
CXCR2,SP1,Human
CXCR2,NCOA3,Human
CXCR2,FLT1,Human
CXCR2,NFATC1,Human
CXCR2,NFATC3,Human
CXCR2,NFATC2,Human
CXCR2,NFATC4,Human
CXCR2,CREB3,Human
CXCR2,CREB1,Human
CXCR2,CREBBP,Human
CXCR2,CREB3L4,Human
CXCR2,EP300,Human
CXCR2,GLI3,Human
CXCR2,NFKB1,Human
CXCR2,NFKBIA,Human
CXCR2,PPARA,Human
CXCR2,RELA,Human
CXCR2,CREB3L2,Human
CXCR2,SOX9,Human
CXCR2,CREB3L3,Human
CXCR2,CREB3L1,Human
CXCR2,CREB5,Human
CXCR2,IKBKB,Human
CXCR2,IKBKG,Human
CXCR2,HIF1A,Human
CXCR2,VHL,Human
CXCR2,FOXO6,Human
CXCR2,FOXO1,Human
CXCR2,FOXO3,Human
CXCR2,FOXO4,Human
CXCR2,SOS1,Human
CXCR2,RBL1,Human
CXCR2,RBL2,Human
CXCR2,PPARGC1A,Human
CXCR2,SREBF1,Human
CXCR2,EHMT2,Human
CXCR2,EHMT1,Human
CXCR2,SIRT1,Human
CXCR2,CDKN2A,Human
CXCR2,MDM2,Human
CXCR2,ATF2,Human
CXCR2,ATF6B,Human
CXCR2,ATF4,Human
CXCR2,CTNNB1,Human
CXCR2,TBL1X,Human
CXCR2,RBPJL,Human
CXCR2,DTX1,Human
CXCR2,RBPJ,Human
CXCR2,GLI1,Human
CXCR2,GLI2,Human
CXCR2,SMAD2,Human
CXCR2,SMAD3,Human
CXCR2,ABL1,Human
CXCR2,KLF2,Human
CXCR2,HDAC5,Human
CXCR2,HDAC4,Human
CXCR2,WWTR1,Human
CXCR2,TEAD1,Human
CXCR2,TEAD4,Human
CXCR2,TEAD3,Human
CXCR2,TEAD2,Human
CXCR2,YBX3,Human
CXCR2,RUNX1,Human
CXCR2,GATA4,Human
CXCR2,MAML3,Human
CXCR2,MAML1,Human
CXCR2,BIN1,Human
CXCR2,CRY1,Human
CXCR2,PER1,Human
CXCR2,PER3,Human
CXCR2,PER2,Human
CXCR2,PDX1,Human
CXCR2,TTF1,Human
CXCR2,PAX8,Human
CXCR2,TTF2,Human
CXCR2,THRA,Human
CXCR2,ATF1,Human
CXCR2,NR5A1,Human
CXCR2,NR4A1,Human
CXCR2,PBX1,Human
CXCR2,MEF2A,Human
CXCR2,MEF2C,Human
CXCR2,MEF2D,Human
CXCR2,NR4A2,Human
CXCR2,RUNX2,Human
CXCR2,NR1H3,Human
CXCR2,NR1H2,Human
CXCR2,APBB1,Human
CXCR2,TARDBP,Human
CXCR2,TRAF6,Human
CXCR2,HCLS1,Human
CXCR2,NFKBIB,Human
CXCR2,HEY1,Human
CXCR2,HEY2,Human
CXCR2,HEYL,Human
CXCR2,HES1,Human
CXCR2,HES5,Human
CXCR2,HES6,Human
CXCR2,IRF9,Human
CXCR2,TNF,Human
CXCR2,ELK1,Human
CXCR2,EPAS1,Human
CXCR2,JUP,Human
CXCR2,BATF,Human
CXCR2,BATF3,Human
CXCR2,TGFB1,Human
CXCR2,PIAS4,Human
CXCR2,TP53,Human
CXCR2,PSMD9,Human
CXCR2,RFC1,Human
CXCR2,TRIM25,Human
CXCR2,DDB1,Human
CXCR2,CTR9,Human
CXCR2,REL,Human
CXCR2,TERF1,Human
CXCR2,TERF2,Human
CXCR2,BCR,Human
CXCR2,CUX1,Human
CXCR2,LRRFIP1,Human
CXCR2,CNTRL,Human
CXCR2,ZMYM2,Human
CXCR2,LIMD1,Human
CXCR2,HIF3A,Human
CXCR2,WWP1,Human
CXCR2,TLR4,Human
CXCR2,TLR2,Human
CXCR2,HMGB1,Human
CXCR2,PDGFB,Human
CXCR2,PDGFA,Human
CXCR2,TRIM27,Human
CXCR2,ARHGAP35,Human
CXCR2,CEBPA,Human
CXCR2,KAT2B,Human
CXCR2,RNPS1,Human
CXCR2,UPF2,Human
CXCR2,IFNB1,Human
CXCR2,IFNG,Human
CXCR2,NFKB2,Human
CXCR2,RELB,Human
CXCR2,UBE2K,Human
CXCR2,TRIM21,Human
CXCR2,RNF4,Human
CXCR2,ZBTB16,Human
CXCR2,TRIM32,Human
CXCR2,ASB9,Human
CXCR2,RBCK1,Human
CXCR2,ASB8,Human
CXCR2,SMURF2,Human
CXCR2,RNF19A,Human
CXCR2,RLIM,Human
CXCR2,ASB6,Human
CXCR2,RNF14,Human
CXCR2,FBXO7,Human
CXCR2,ASB4,Human
CXCR2,MLXIPL,Human
CXCR2,AHRR,Human
CXCR2,RXRA,Human
CXCR2,ARNT,Human
CXCR2,AHR,Human
CXCR2,SREBF2,Human
CXCR2,NCOA2,Human
CXCR2,NCOA1,Human
CXCR2,SCD5,Human
CXCR2,NR1H4,Human
CXCR2,ARNT2,Human
CXCR2,BRCA1,Human
CXCR2,BRCA2,Human
CXCR2,RAD51,Human
CXCR2,ATM,Human
CXCR2,EEF1A1,Human
CXCR2,ELF3,Human
CXCR2,MYC,Human
CXCR2,APC,Human
CXCR2,NF1,Human
CXCR2,SMAD7,Human
CXCR2,TLE1,Human
CXCR2,TLE2,Human
CXCR2,TLE3,Human
CXCR2,SUFU,Human
CXCR2,F2,Human
CXCR2,MEN1,Human
CXCR2,KNTC1,Human
CXCR2,AHCTF1,Human
CXCR2,CENPK,Human
CXCR2,TAX1BP3,Human
CXCR2,RBFOX2,Human
CXCR2,TIAL1,Human
CXCR2,TCF7,Human
CXCR2,CTBP1,Human
CXCR2,TCF7L1,Human
CXCR2,TCF7L2,Human
CXCR2,LEF1,Human
CXCR2,TULP3,Human
CXCR2,TSG101,Human
CXCR2,RB1CC1,Human
CXCR2,HSF1,Human
CXCR2,MDM4,Human
CXCR2,PTTG1,Human
CXCR2,E2F3,Human
CXCR2,E2F1,Human
CXCR2,TFDP1,Human
CXCR2,TFDP2,Human
CXCR2,E2F2,Human
CXCR2,E2F5,Human
CXCR2,E2F4,Human
CXCR2,NPM1,Human
CXCR2,ETV6,Human
CXCR2,TRIP11,Human
CXCR2,NFE2L2,Human
CXCR2,IRF3,Human
CXCR2,IRF7,Human
CXCR2,GEMIN2,Human
CXCR2,SNRPB,Human
CXCR2,SNRPD1,Human
CXCR2,DDX20,Human
CXCR2,DAB2,Human
CXCR2,BRD2,Human
CXCR2,RUNX3,Human
CXCR2,CBFB,Human
CXCR2,TP73,Human
CXCR2,HIVEP3,Human
CXCR2,JMY,Human
CXCR2,HDAC3,Human
CXCR2,NCOR1,Human
CXCR2,MECP2,Human
CXCR2,NCOR2,Human
CXCR2,ING2,Human
CXCR2,BACH1,Human
CXCR2,TSC22D3,Human
CXCR2,ARID1A,Human
CXCR2,SMARCA2,Human
CXCR2,SMARCA4,Human
CXCR2,SMARCB1,Human
CXCR2,ARID2,Human
CXCR2,SMARCD3,Human
CXCR2,PBRM1,Human
CXCR2,ARID1B,Human
CXCR2,SMARCC2,Human
CXCR2,SMARCC1,Human
CXCR2,SMARCD2,Human
CXCR2,SMARCE1,Human
CXCR2,SMARCD1,Human
CXCR2,BMP4,Human
CXCR2,HLTF,Human
CXCR2,SHPRH,Human
CXCR2,ERCC8,Human
CXCR2,DDB2,Human
CXCR2,EIF5B,Human
CXCR2,TULP4,Human
CXCR2,KCNIP3,Human
CXCR2,ZFP36L1,Human
CXCR2,HNRNPD,Human
CXCR2,ZFP36,Human
CXCR2,KHSRP,Human
CXCR2,RAD51B,Human
CXCR2,XRCC3,Human
CXCR2,KAT5,Human
CXCR2,BARD1,Human
CXCR2,BRIP1,Human
CXCR2,KDM4B,Human
CXCR2,NSD2,Human
CXCR2,TP53BP1,Human
CXCR2,UIMC1,Human
CXCR2,XPC,Human
CXCR2,COPS5,Human
CXCR2,ERCC2,Human
CXCR2,ERCC3,Human
CXCR2,GTF2H1,Human
CXCR2,GTF2H2,Human
CXCR2,GTF2H3,Human
CXCR2,GTF2H4,Human
CXCR2,TCEA1,Human
CXCR2,ERCC6,Human
CXCR2,XAB2,Human
CXCR2,SMG6,Human
CXCR2,UPF1,Human
CXCR2,SMG1,Human
XCR1,STAT3,Human
XCR1,RASGRF1,Human
XCR1,SRC,Human
XCR1,STAT1,Human
XCR1,STAT2,Human
XCR1,STAT5B,Human
XCR1,STAT4,Human
XCR1,STAT5A,Human
XCR1,STAT6,Human
XCR1,MAPK1,Human
XCR1,MAPK3,Human
XCR1,MAPK14,Human
XCR1,MAPK8,Human
XCR1,MAPK11,Human
XCR1,MAPK9,Human
XCR1,MAPK10,Human
XCR1,MAPK13,Human
XCR1,MAPK12,Human
XCR1,IL6,Human
XCR1,IL2,Human
XCR1,SOS2,Human
XCR1,ESR1,Human
XCR1,ESR2,Human
XCR1,PTEN,Human
XCR1,CCND1,Human
XCR1,CDKN1A,Human
XCR1,TRIM24,Human
XCR1,FXR1,Human
XCR1,SND1,Human
XCR1,KIAA1549,Human
XCR1,NME2,Human
XCR1,AKT3,Human
XCR1,AKT1,Human
XCR1,AKT2,Human
XCR1,PRKCA,Human
XCR1,RB1,Human
XCR1,EGFR,Human
XCR1,FLT1,Human
XCR1,IKBKB,Human
XCR1,IKBKG,Human
XCR1,NFKB1,Human
XCR1,RELA,Human
XCR1,HIF1A,Human
XCR1,VHL,Human
XCR1,FOXO6,Human
XCR1,FOXO1,Human
XCR1,FOXO3,Human
XCR1,FOXO4,Human
XCR1,SOS1,Human
XCR1,RBL1,Human
XCR1,RBL2,Human
XCR1,PPP3R1,Human
XCR1,PPARGC1A,Human
XCR1,SREBF1,Human
XCR1,SIRT1,Human
XCR1,CDKN2A,Human
XCR1,MDM2,Human
XCR1,TBL1X,Human
XCR1,CTNNB1,Human
XCR1,NOTCH2,Human
XCR1,NOTCH3,Human
XCR1,NOTCH4,Human
XCR1,GLI1,Human
XCR1,GLI2,Human
XCR1,GLI3,Human
XCR1,SMAD2,Human
XCR1,SMAD3,Human
XCR1,KLF2,Human
XCR1,HDAC5,Human
XCR1,HDAC4,Human
XCR1,CREB1,Human
XCR1,WWTR1,Human
XCR1,TEAD1,Human
XCR1,TEAD4,Human
XCR1,TEAD3,Human
XCR1,TEAD2,Human
XCR1,YBX3,Human
XCR1,RUNX1,Human
XCR1,GATA4,Human
XCR1,FOS,Human
XCR1,JUN,Human
XCR1,BIN1,Human
XCR1,CRY1,Human
XCR1,PER1,Human
XCR1,PER3,Human
XCR1,PER2,Human
XCR1,CREBBP,Human
XCR1,EP300,Human
XCR1,ATF4,Human
XCR1,CREB3,Human
XCR1,ATF2,Human
XCR1,ATF6B,Human
XCR1,CREB3L4,Human
XCR1,CREB3L2,Human
XCR1,CREB3L3,Human
XCR1,CREB3L1,Human
XCR1,CREB5,Human
XCR1,THRA,Human
XCR1,PPARA,Human
XCR1,ATF1,Human
XCR1,NR1H3,Human
XCR1,NR1H2,Human
XCR1,TRAF6,Human
XCR1,HCLS1,Human
XCR1,NFKBIA,Human
XCR1,NFKBIB,Human
XCR1,IRF9,Human
XCR1,EPAS1,Human
XCR1,BATF,Human
XCR1,BATF3,Human
XCR1,PSMD9,Human
XCR1,RFC1,Human
XCR1,DDB1,Human
XCR1,CTR9,Human
XCR1,NFATC1,Human
XCR1,NFATC3,Human
XCR1,NFATC2,Human
XCR1,TERF1,Human
XCR1,TERF2,Human
XCR1,BCR,Human
XCR1,CUX1,Human
XCR1,LRRFIP1,Human
XCR1,CNTRL,Human
XCR1,ZMYM2,Human
XCR1,LIMD1,Human
XCR1,HIF3A,Human
XCR1,TLR4,Human
XCR1,TLR2,Human
XCR1,HMGB1,Human
XCR1,PDGFB,Human
XCR1,PDGFA,Human
XCR1,CEBPA,Human
XCR1,IFNB1,Human
XCR1,IFNG,Human
XCR1,UBE2K,Human
XCR1,ZBTB16,Human
XCR1,FBXO7,Human
XCR1,ASB9,Human
XCR1,ASB8,Human
XCR1,ASB6,Human
XCR1,ASB4,Human
XCR1,MLXIPL,Human
XCR1,AHRR,Human
XCR1,ENO1,Human
XCR1,RXRA,Human
XCR1,ARNT,Human
XCR1,AHR,Human
XCR1,SREBF2,Human
XCR1,NCOA2,Human
XCR1,NCOA1,Human
XCR1,SCD5,Human
XCR1,NR1H4,Human
XCR1,ARNT2,Human
XCR1,BRCA1,Human
XCR1,BRCA2,Human
XCR1,RAD51,Human
XCR1,ATM,Human
XCR1,APC,Human
XCR1,JUP,Human
XCR1,NF1,Human
XCR1,F2,Human
XCR1,TAX1BP3,Human
XCR1,TGFB1,Human
XCR1,ARHGAP35,Human
XCR1,SUFU,Human
XCR1,MEN1,Human
XCR1,RBFOX2,Human
XCR1,TIAL1,Human
XCR1,TCF7,Human
XCR1,TLE2,Human
XCR1,TLE3,Human
XCR1,CTBP1,Human
XCR1,TCF7L1,Human
XCR1,TCF7L2,Human
XCR1,LEF1,Human
XCR1,EGF,Human
XCR1,TULP3,Human
XCR1,RB1CC1,Human
XCR1,E2F3,Human
XCR1,E2F1,Human
XCR1,TFDP1,Human
XCR1,TFDP2,Human
XCR1,E2F2,Human
XCR1,E2F5,Human
XCR1,E2F4,Human
XCR1,NPM1,Human
XCR1,ETV6,Human
XCR1,TRIP11,Human
XCR1,NFE2L2,Human
XCR1,IRF3,Human
XCR1,IRF7,Human
XCR1,GEMIN2,Human
XCR1,SNRPB,Human
XCR1,SNRPD1,Human
XCR1,DDX20,Human
XCR1,DAB2,Human
XCR1,TP53,Human
XCR1,BRD2,Human
XCR1,RUNX3,Human
XCR1,CBFB,Human
XCR1,HDAC3,Human
XCR1,NCOR1,Human
XCR1,MECP2,Human
XCR1,NCOR2,Human
XCR1,RUNX2,Human
XCR1,BACH1,Human
XCR1,ARID1A,Human
XCR1,SMARCA2,Human
XCR1,SMARCA4,Human
XCR1,SMARCB1,Human
XCR1,ARID2,Human
XCR1,SMARCD3,Human
XCR1,PBRM1,Human
XCR1,ARID1B,Human
XCR1,SMARCC2,Human
XCR1,SMARCC1,Human
XCR1,SMARCD2,Human
XCR1,SMARCE1,Human
XCR1,SMARCD1,Human
XCR1,ERCC8,Human
XCR1,DDB2,Human
XCR1,TULP4,Human
XCR1,KCNIP3,Human
XCR1,ZFP36L1,Human
XCR1,ZFP36,Human
XCR1,KHSRP,Human
XCR1,XPC,Human
XCR1,COPS5,Human
XCR1,ERCC2,Human
XCR1,ERCC3,Human
XCR1,GTF2H1,Human
XCR1,GTF2H2,Human
XCR1,GTF2H3,Human
XCR1,GTF2H4,Human
XCR1,TCEA1,Human
XCR1,ERCC6,Human
XCR1,XAB2,Human
MET,SRC,Human
MET,CTNNB1,Human
MET,PTEN,Human
MET,ARHGAP35,Human
MET,SOS1,Human
MET,SOS2,Human
MET,STAT3,Human
MET,AKT3,Human
MET,AKT1,Human
MET,AKT2,Human
MET,PRKCA,Human
MET,EGFR,Human
MET,FLT1,Human
MET,ABL1,Human
MET,RGS14,Human
MET,ID1,Human
MET,STAT1,Human
MET,STAT2,Human
MET,STAT5B,Human
MET,HIF1A,Human
MET,STAT4,Human
MET,STAT5A,Human
MET,STAT6,Human
MET,CDKN2A,Human
MET,FOXO1,Human
MET,FOXO3,Human
MET,MAPK8,Human
MET,MAPK9,Human
MET,MAPK10,Human
MET,PPP3R1,Human
MET,MAPK1,Human
MET,MAPK3,Human
MET,RASGRF1,Human
MET,GATA4,Human
MET,NFKB1,Human
MET,RELA,Human
MET,FOS,Human
MET,JUN,Human
MET,BIN1,Human
MET,MAPK14,Human
MET,MAPK11,Human
MET,MAPK13,Human
MET,MAPK12,Human
MET,THRA,Human
MET,HCLS1,Human
MET,IRF9,Human
MET,MYC,Human
MET,IL6,Human
MET,RFC1,Human
MET,TRIM25,Human
MET,NFKBIA,Human
MET,REL,Human
MET,NFKBIB,Human
MET,TRIM24,Human
MET,BCR,Human
MET,CUX1,Human
MET,LRRFIP1,Human
MET,CNTRL,Human
MET,ZMYM2,Human
MET,VHL,Human
MET,EPAS1,Human
MET,LIMD1,Human
MET,HIF3A,Human
MET,EGF,Human
MET,WWP1,Human
MET,PDGFB,Human
MET,ESR1,Human
MET,PDGFA,Human
MET,ESR2,Human
MET,TRIM27,Human
MET,RNPS1,Human
MET,UPF2,Human
MET,IL2,Human
MET,NFKB2,Human
MET,RELB,Human
MET,SLA2,Human
MET,IFNB1,Human
MET,TRIM21,Human
MET,UBE2K,Human
MET,RNF4,Human
MET,ZBTB16,Human
MET,TRIM32,Human
MET,ASB9,Human
MET,RBCK1,Human
MET,ASB8,Human
MET,SMURF2,Human
MET,RNF19A,Human
MET,RLIM,Human
MET,ASB6,Human
MET,RNF14,Human
MET,FBXO7,Human
MET,ASB4,Human
MET,NME2,Human
MET,TGFB1,Human
MET,EEF1A1,Human
MET,JAG1,Human
MET,NOTCH4,Human
MET,NOTCH3,Human
MET,NF1,Human
MET,SMAD7,Human
MET,GLI1,Human
MET,GLI2,Human
MET,GLI3,Human
MET,TLE1,Human
MET,TLE2,Human
MET,TLE3,Human
MET,SUFU,Human
MET,TRAF6,Human
MET,TAX1BP3,Human
MET,JUP,Human
MET,MEN1,Human
MET,TSG101,Human
MET,PSMD9,Human
MET,HSF1,Human
MET,ATM,Human
MET,CCND1,Human
MET,CDKN1A,Human
MET,MDM4,Human
MET,PTTG1,Human
MET,TP53,Human
MET,RB1,Human
MET,MDM2,Human
MET,RBL2,Human
MET,FXR1,Human
MET,SND1,Human
MET,KIAA1549,Human
MET,NPM1,Human
MET,ETV6,Human
MET,TRIP11,Human
MET,TLR4,Human
MET,IRF3,Human
MET,NR1H2,Human
MET,NR1H3,Human
MET,BRD2,Human
MET,EP300,Human
MET,RUNX3,Human
MET,CBFB,Human
MET,TP73,Human
MET,RUNX2,Human
MET,HIVEP3,Human
MET,JMY,Human
MET,BACH1,Human
MET,NFE2L2,Human
MET,TSC22D3,Human
MET,HLTF,Human
MET,SHPRH,Human
MET,CTR9,Human
MET,EIF5B,Human
MET,PER2,Human
MET,PER1,Human
MET,CRY1,Human
MET,HNRNPD,Human
MET,RAD51B,Human
MET,XRCC3,Human
MET,BRCA1,Human
MET,BRCA2,Human
MET,RAD51,Human
MET,KAT5,Human
MET,BARD1,Human
MET,BRIP1,Human
MET,KDM4B,Human
MET,NSD2,Human
MET,TP53BP1,Human
MET,PIAS4,Human
MET,UIMC1,Human
MET,XPC,Human
MET,DDB1,Human
MET,DDB2,Human
MET,ERCC2,Human
MET,ERCC3,Human
MET,GTF2H1,Human
MET,GTF2H2,Human
MET,GTF2H3,Human
MET,GTF2H4,Human
MET,TCEA1,Human
MET,ERCC6,Human
MET,ERCC8,Human
MET,XAB2,Human
MET,SMG6,Human
MET,UPF1,Human
MET,SMG1,Human
MET,ENO1,Human
MET,NOTCH2,Human
MET,MED1,Human
MET,SP1,Human
MET,NCOA3,Human
MET,TOB1,Human
MET,CNOT7,Human
MET,BTG1,Human
MET,BTG2,Human
MET,CNOT8,Human
MET,HES1,Human
MET,IKBKB,Human
MET,IKBKG,Human
MET,ATF4,Human
MET,NFATC1,Human
MET,NFATC3,Human
MET,DAXX,Human
MET,NFATC2,Human
MET,NFATC4,Human
MET,CREB3,Human
MET,CREB1,Human
MET,CREB3L4,Human
MET,CREB3L2,Human
MET,CREB3L3,Human
MET,CREB3L1,Human
MET,CREB5,Human
MET,CREBBP,Human
MET,PPARA,Human
MET,SOX9,Human
MET,FOXO6,Human
MET,FOXO4,Human
MET,SMAD3,Human
MET,E2F1,Human
MET,E2F2,Human
MET,E2F3,Human
MET,RBL1,Human
MET,MCM2,Human
MET,MCM3,Human
MET,MCM4,Human
MET,MCM5,Human
MET,MCM6,Human
MET,MCM7,Human
MET,ORC2,Human
MET,SMAD2,Human
MET,PPARG,Human
MET,PARP1,Human
MET,RB1CC1,Human
MET,EHMT2,Human
MET,EHMT1,Human
MET,PPARGC1A,Human
MET,IL1B,Human
MET,MYBL2,Human
MET,HIPK2,Human
MET,ATF2,Human
MET,ATF6B,Human
MET,TBL1X,Human
MET,LEF1,Human
MET,TCF7,Human
MET,TCF7L2,Human
MET,TCF7L1,Human
MET,APC,Human
MET,RBPJL,Human
MET,DTX1,Human
MET,RBPJ,Human
MET,HDAC5,Human
MET,HDAC4,Human
MET,WWTR1,Human
MET,TEAD1,Human
MET,TEAD4,Human
MET,TEAD3,Human
MET,TEAD2,Human
MET,SNAI1,Human
MET,SMAD4,Human
MET,YBX3,Human
MET,RUNX1,Human
MET,IRF7,Human
MET,CEBPB,Human
MET,TNFAIP3,Human
MET,FOSB,Human
MET,JUND,Human
MET,FOSL1,Human
MET,MAML3,Human
MET,MAML1,Human
MET,IRF4,Human
MET,RORA,Human
MET,RORC,Human
MET,NPAS2,Human
MET,PER3,Human
MET,CLOCK,Human
MET,ZNF274,Human
MET,PRDM4,Human
MET,SREBF1,Human
MET,PDX1,Human
MET,TTF1,Human
MET,PAX8,Human
MET,TTF2,Human
MET,ATF1,Human
MET,NR5A1,Human
MET,NR4A1,Human
MET,PBX1,Human
MET,MEF2A,Human
MET,MEF2C,Human
MET,MEF2D,Human
MET,NR4A2,Human
MET,JUNB,Human
MET,TARDBP,Human
MET,ATF6,Human
MET,TLR2,Human
MET,RXRA,Human
MET,HEY1,Human
MET,HEY2,Human
MET,HEYL,Human
MET,HES5,Human
MET,HES6,Human
MET,NFX1,Human
MET,TNF,Human
MET,AR,Human
MET,ELK1,Human
MET,CEBPA,Human
MET,SPI1,Human
MET,SMARCA2,Human
MET,SMARCA4,Human
MET,SMARCB1,Human
MET,SMARCC1,Human
MET,SMARCC2,Human
MET,SMARCD1,Human
MET,SMARCD2,Human
MET,SMARCD3,Human
MET,SMARCE1,Human
MET,DPF1,Human
MET,ARID1A,Human
MET,BATF,Human
MET,BATF3,Human
MET,FOXP3,Human
MET,BBC3,Human
MET,TERF1,Human
MET,TERF2,Human
MET,SNRPB,Human
MET,ZNF473,Human
MET,SUPT5H,Human
MET,ELL,Human
MET,SUPT4H1,Human
MET,SSRP1,Human
MET,NELFCD,Human
MET,CTDP1,Human
MET,SUPT16H,Human
MET,NELFB,Human
MET,MCM8,Human
MET,EIF2AK2,Human
MET,PGR,Human
MET,MXD4,Human
MET,HMGB1,Human
MET,MAF1,Human
MET,PDLIM7,Human
MET,PTF1A,Human
MET,MEIS1,Human
MET,POLR2D,Human
MET,HOXA2,Human
MET,HOXA3,Human
MET,HOXD4,Human
MET,HOXC4,Human
MET,HOXB3,Human
MET,HOXB2,Human
MET,HOXB1,Human
MET,HOXB4,Human
MET,POLR2C,Human
MET,POLR2E,Human
MET,POLR2A,Human
MET,PAX6,Human
MET,POLR2B,Human
MET,HOXD3,Human
MET,PCGF2,Human
MET,POLR2I,Human
MET,CTCF,Human
MET,POLR2H,Human
MET,POLR2J,Human
MET,POLR2K,Human
MET,PKNOX1,Human
MET,POLR2F,Human
MET,POLR2G,Human
MET,POLR2L,Human
MET,HOXA4,Human
MET,HOXD1,Human
MET,MAFB,Human
MET,RARA,Human
MET,RARB,Human
MET,RARG,Human
MET,YY1,Human
MET,WDR5,Human
MET,NCOA6,Human
MET,KAT2B,Human
MET,HDAC3,Human
MET,NCOR1,Human
MET,EED,Human
MET,EGR2,Human
MET,RBBP4,Human
MET,SUZ12,Human
MET,EZH2,Human
MET,RBBP7,Human
MET,KMT2C,Human
MET,ASH2L,Human
MET,TNFSF12,Human
MET,IFNG,Human
MET,PIAS1,Human
MET,AHCTF1,Human
MET,CENPK,Human
MET,KNTC1,Human
MET,MLXIPL,Human
MET,VDR,Human
MET,AHRR,Human
MET,ARNT,Human
MET,AHR,Human
MET,ARNT2,Human
MET,SREBF2,Human
MET,NCOA2,Human
MET,NCOA1,Human
MET,SCD5,Human
MET,NR1H4,Human
MET,FOXM1,Human
MET,ELF3,Human
MET,ATRX,Human
MET,DAB2,Human
MET,ALYREF,Human
MET,SRSF3,Human
MET,U2AF1,Human
MET,SRSF2,Human
MET,SRSF1,Human
MET,SRSF9,Human
MET,SRSF5,Human
MET,SRSF6,Human
MET,DHX38,Human
MET,SRRM1,Human
MET,SRF,Human
MET,RXRB,Human
MET,AATF,Human
MET,NR5A2,Human
MET,ZNF217,Human
MET,POU2F1,Human
MET,GATA3,Human
MET,FOXA1,Human
MET,MYCN,Human
MET,RBFOX2,Human
MET,TIAL1,Human
MET,HDAC1,Human
MET,KDM4C,Human
MET,TAX1BP1,Human
MET,SFPQ,Human
MET,KHDRBS1,Human
MET,KHDRBS2,Human
MET,SKI,Human
MET,SKIL,Human
MET,BMPR1B,Human
MET,SMAD6,Human
MET,BMP2,Human
MET,BMPR1A,Human
MET,SNW1,Human
MET,CTBP1,Human
MET,TULP3,Human
MET,TAF4,Human
MET,GTF2F2,Human
MET,TBP,Human
MET,TAF1,Human
MET,GTF2E1,Human
MET,GTF2E2,Human
MET,GTF2F1,Human
MET,TAF6,Human
MET,GTF2A1,Human
MET,GTF2A2,Human
MET,GTF2B,Human
MET,TAF10,Human
MET,TAF5,Human
MET,TAF13,Human
MET,TAF11,Human
MET,TAF7,Human
MET,TAF12,Human
MET,TAF9,Human
